"","id","author","publication_year","display_name","doi","cited_by_count","ab"
"722","W4319263634","Tamara Schaal, Michael S. Mitchell, Ben C. Scheele, Paul Ryan, Jan Hanspach",2023,"Using the three horizons approach to explore pathways towards positive futures for agricultural landscapes with rich biodiversity","https://doi.org/10.1007/s11625-022-01275-z",2,"Abstract In light of the global challenges of the Anthropocene, including biodiversity loss, there are increasing calls for positive, inspirational futures to motivate action and help steer away from current, largely unsustainable trajectories. The three horizons framework is an approach in future studies that engages with normative futures and helps develop pathways towards them. However, this approach has not been applied to explore opportunities for biodiversity conservation with farming communities. We developed a template to apply the three horizons framework in combination with storytelling to explore positive futures for agricultural landscapes with rich biodiversity. We then applied this method over two workshops with a rural community in a farming landscape of south-eastern Australia facing typical contemporary challenges of an ageing population, climate change, biodiversity loss and global market uncertainty. In the workshops, six pathways for change were developed. We unpack these narratives of change to contrast problem framings, future aspirations and mechanisms of change and discuss implications for conservation. We discuss our approach to integrating diverse perspectives and values, creating actionable knowledge and highlight the role of governance and policy to support individual and collective agency. We conclude that the three horizons approach has the potential to create actionable knowledge through locally meaningful narratives of change, and thus influence priorities and empower local action. For lasting on-ground change, leadership and effective cross-scale governance is required."
"723","W4320888114","Lisa Dilling, Meaghan E. Daly, William R. Travis, Andrea J. Ray, Olga V. Wilhelmi",2023,"The role of adaptive capacity in incremental and transformative adaptation in three large U.S. Urban water systems","https://doi.org/10.1016/j.gloenvcha.2023.102649",2,""
"724","W4361278354","José Nederhand, Flor Avelino, Isabel Awad, Petra De Jong, Michael Duijn, Jurian Edelenbos, Jiska Engelbert, Jan Fransen, Maria Schiller, Naomi Van Stapele",2023,"Reclaiming the city from an urban vitalism perspective: critically reflecting smart, inclusive, resilient and sustainable just city labels","https://doi.org/10.1016/j.cities.2023.104257",2,"This article analyses four of the most prominent city discourses and introduces the lens of urban vitalism as an overarching interdisciplinary concept of cities as places of transformation and change. We demonstrate the value of using urban vitalism as a lens to conceptualize and critically discuss different notions on smart, inclusive, resilient and sustainable just cities. Urban vitalism offers a process-based lens which enables us to understand cities as places of transformation and change, with people and other living beings at its core. The aim of the article is to explore how the lens of vitalism can help us understand and connect ongoing interdisciplinary academic debates about urban development and vice versa, and how these ongoing debates inform our understanding of urban vitalism."
"725","W4361840561","Ana Matias, A. Rita Carrasco, Bruno Pinto, Jaime Reis",2023,"The role of art in coastal and marine sustainability","https://doi.org/10.1017/cft.2023.13",2,"Abstract Sustainability is a universal goal that requires balancing social, economic and environmental dimensions, and that applies to both terrestrial and marine environments. Several authors argue that arts are valuable tools to frame and engage with current environmental issues related to sustainability, including pollution, climate change and biodiversity loss. Accordingly, our research question is: What is the role of art in the sustainability of coasts and seas? We searched our research question on the two most important scientific databases of articles (Scopus and Web of Science) and retrieved 1,352 articles. We narrowed the articles to 79 studies that actually address our question through screening. The dataset describes a variety of artworks from the four art categories (literary, media, performing and visual) around the world, although the more frequent countries are the US, the UK and Australia. We found that visual arts are more common (~40%), and engagement is a highlighted pursued impact (~40%) by these artistic practices. Other authors also intend to promote marine conservation and restoration, management, education and activism. Only 19 articles of the dataset measured the impact of artistic activities on their audience. This subset shows evidence of art contributions to sustainability mainly through raising awareness, learning, and promoting engagement and enjoyment of project participants. Through this work, we set the current state of knowledge on this emerging topic, and argue that further research and new strategies of impact measurement are needed to thoroughly understand the effect of art on coastal/marine sustainability."
"726","W4364355690","Muhammad Irfan, Mubeen Abdur Rehman, Asif Razzaq, Yu Hao",2023,"What derives renewable energy transition in G-7 and E-7 countries? The role of financial development and mineral markets","https://doi.org/10.1016/j.eneco.2023.106661",2,"The enduring impact of the synergy between environmental sustainability and natural resources varies across countries depending on the economic structure. Though the transboundary effect of mineral resources and cleaner energy underlines the significance of environmental performance, this research aims to scrutinize this inclusive theme by investigating the dynamic effects of mineral markets, and financialization on energy transition in selected developed and developing countries from 1990 to 2019. The cross-sectional autoregressive distributive lags (CS-ARDL) model is applied to address slope heterogeneity and cross-sectional dependency. The empirical findings reveal that mineral markets significantly contribute to the energy transition process in accomplishing low-carbon power generation in G-7 countries. In contrast, financial development negatively influences energy transition; however, it has an insignificant effect on the E-7 countries. The study outcomes are verified by employing the augmented mean group (AMG) and common correlated effect mean group (CCEMG) estimators. These findings provide valuable policy recommendations for all stakeholders to drive the transition of renewable energy toward low carbon and green growth."
"727","W4367837770","Rachel Alexander, Peter Lund-Thomsen",2023,"Sustainable Value Chains in the Global Garment Industry","https://doi.org/10.1017/9781009217729",2,"The widespread prevalence of economically, socially, and environmentally unsustainable practices in global value chains is a pressing international challenge. The way to improve systems and practices in the complex networks that characterize contemporary production processes is not clear cut. Finding solutions requires innovation. This Element examines the structures of garment value chains and explores how innovation related to sustainability is taking place in these chains. Furthermore, it identifies barriers and opportunities for innovations to break through and stimulate industry-wide change."
"728","W2904901044","Erika Zomerman, Henny van der Windt, Henri Moll",2018,"THE DISTRIBUTION SYSTEMS OPERATOR’S ROLE IN ENERGY TRANSITION: OPTIONS FOR CHANGE","https://doi.org/10.2495/sdp180371",1,"Distribution Systems Operators (DSOs) are key players in the design and development of a Local Energy System (LES). These systems need to adapt to the fast replacement of fossil fuels by Renewable Energy Sources (RES). With regard to this energy transition, the all-electric system is one of the potentially sustainable, future LESs. However, DSOs face problems in the development of such systems in relation to their role. They wonder how they must adapt their current design process in order to better facilitate energy transition and include values such as participation and the distribution of costs and benefits, which are seen as important by residents and other stakeholders. The purpose of this research is to consider the role of values in the design process of LES by using a value sensitive design method. A case study was set up in a newly built Dutch all-electric neighbourhood using electric heat pumps. Ten semi-structured interviews were held with DSOs’ representatives and other experts. The study resulted in a description of the current and desired design process in the light of the DSOs’ three core values: reliability, affordability and sustainability. We conclude that these are substantive values that relate to the technological artefact. However, four procedural values appear to be of importance too: participation, communication, trust between parties, and distribution of costs and benefits. A value based design approach for LES enables DSOs to better facilitate energy transition. In order to reach this, DSOs, (urban) planners, policymakers, real estate developers and residents have to cooperate in a transparent way during earlier phases in urban planning. More flexibility in the financial structure of investment and operational costs and benefits is required in order to enable future proof energy systems like all-electric neighbourhoods."
"729","W2989123953","Sem Oxenaar, Rick Bosman",2019,"Managing the Decline of Fossil Fuels in a Fossil Fuel Intensive Economy: The Case of The Netherlands","https://doi.org/10.1007/978-3-030-28076-5_6",1,"To prevent dangerous climate change a majority of remaining fossil fuel reserves need to stay in the ground. This requires a transition towards a low-carbon energy system. For this transition to succeed specific attention should not only be given to building-up the desired low-carbon system, but also to breaking down and phasing out the old fossil fuel-based aspects of the energy system. The Netherlands, a fossil fuel intensive economy with a historically strong fossil fuel-based energy regime, provides an interesting case for the study of such a fossil fuel phase-out. Despite a long history of policy making aimed at increasing adoption of renewable energy (RE), the Netherlands ranked 2nd last in the European Union with 6% RE in 2017. This has been attributed to the strong independencies between the Dutch government and the fossil fuel industry. This chapter reports on a study mapping the financial interdependencies between the Dutch government and the fossil fuel industry and discusses its implications for the possibility of a managed decline of fossil fuels. It was found that fossil fuel related activities form an important source of revenue for the Dutch national government and the government was found to be tightly interwoven with the fossil fuel system, with ownership and financial relations found in all segments of the fossil fuel value chain, from production and exploration to use and R&D, and at the local, regional, as well as national levels of government. Through state owned enterprises the government, to some extent, itself makes up a large part of the industry. This raises questions regarding the role of government in managing the ‘decline’ of an industry and under what conditions a fossil fuel phase out can occur."
"730","W3002294434","Tabitha M. Benney, Amandine Orsini, Devon Cantwell, Laura Iozelli",2020,"Theories and Methods of Agency Research in Earth System Governance","https://doi.org/10.1017/9781108688277.003",1,""
"731","W3002318919","Andrea K. Gerlak, Thomas R. Eimer, Marie Claire Brisbois, Megan Mills-Novoa, Luuk Schmitz, Jorrit Luimers, Paivi Abernethy",2020,"Power(ful) and Power(less): A Review of Power in the ESG–Agency Scholarship","https://doi.org/10.1017/9781108688277.005",1,""
"732","W3002467440","Andrea K. Gerlak, Megan Mills-Novoa, Alison Elder, Okechukwu Enechi, Pritee Sharma, Kanak Singh",2020,"How Geographies and Issues Matter in ESG–Agency Research","https://doi.org/10.1017/9781108688277.004",1,"ESG-Agency scholarship most commonly focuses on the global arena as well as Asia and Europe, with critical geographic gaps in Africa and the Middle East.− Climate change is the dominant issue studied in ESG-Agency research, followed by forests and fresh water. − To address the geographic imbalance in ESG-Agency research, scholars need to develop research projects and collaborations in understudied regions while also recruiting and supporting scholars in those regions to engage with this research agenda."
"733","W3002636653","Andrea K. Gerlak, Michele M. Betsill, James W. Patterson, Sander Chan, Tabitha M. Benney, Marie Claire Brisbois, Thomas R. Eimer, Michelle Scobie",2020,"Conclusion: Policy Implications of ESG–Agency Research and Reflections on the Road Ahead","https://doi.org/10.1017/9781108688277.015",1,"− The role of the state as an agent of earth system governance has become more complex, contingent, and interdependent. − Although participatory and collaborative processes have contributed to more effective, equitable, and legitimate environmental governance outcomes in some instances, analyses of these processes should be situated within a broader governance perspective, which recasts questions of policy change around questions of power and justice. −The complexity and normative aspects of agency in earth system governance requires new forms of policy evaluation that account for social impacts and the ability of governance systems to adapt. − Many of the core analytical concepts in ESG–Agency scholarship, such as agency, power, authority, and accountability, remain under-theorized. In addition, some types of actors, including women, labor, non-human agents, those who work against earth system governance, and many voices from the Global South, remain largely hidden. − ESG–Agency scholars need to develop research projects and collaborations in understudied regions while also recruiting and supporting scholars in those regions to engage with this research agenda."
"734","W3013143008","Thorsten Schilling, Susan Mühlemeier, Romano Wyss, Claudia R. Binder",2020,"A Concept for Sustainability Transition Assessment (STA): A Dynamic Systems Perspective Informed by Resilience Thinking","https://doi.org/10.1017/9781108574334.007",1,"Sustainability as a key principle that guides the development of our societies requires fundamental transitions if we are to attain a more liveable planet. Concomitantly, the question of how to assess sustainability not only with respect to specific system states, but also regarding transition processes as a whole, has gained greater importance. In this chapter, we propose to extend established sustainability assessment practices with an approach informed by resilience thinking. In particular, we apply a systemic angle to develop three analytical perspectives which focus on the progress, the stability, as well as the adaptability of transition processes. These perspectives make it possible to reflect on the history, current state, and (potential) future development of the system in transition. We illustrate how these analytical perspectives can complement existing sustainability assessment approaches with regard to the description, interpretation, and evaluation of the transition process."
"735","W3026097854","Sander Chan, Ronald B. Mitchell",2020,"How to Evaluate Agents and Agency","https://doi.org/10.1017/9781108688277.014",1,"− ESG–Agency scholars have embraced the notion that agent influence is complex, contingent, and context dependent, with the success of environmental governance depending considerably on propitious environmental and social conditions. − Scholars have shifted from an earlier focus on how agents influence behaviours and environmental quality in earth system governance to how they influence governance processes, with increasing focus on democracy, participation, legitimacy, transparency, and accountability. − ESG–Agency scholars employ increasingly diverse methods to integrate insights from case studies, interviews, surveys, statistical analyses, and other approaches leading to deeper and more nuanced understanding of agency in earth system governance. − Adopting more interdisciplinary, multidisciplinary, and transdisciplinary approaches to evaluating agency can foster future understandings of and contributions to earth system governance."
"736","W3055288645","Umberto Baresi, Karen Vella, Neil Sipe",2020,"A limits-oriented adaptive approach for strategic environmental assessment","https://doi.org/10.1016/j.envsci.2020.07.031",1,"In the face of global environmental change, decision-makers need effective environmental assessments to shape policies and plans aiming at sustainable human development. In this paper, we propose a new approach to address the needs of Strategic Environmental Assessment. We develop a Limits-Oriented Adaptive framework that is useful not only to recognize and address existing SEA problems (its limits), but also to incorporate elements of social and institutional uncertainty. This framework conceptualizes the need to first identify existing SEA limitations (e.g. procedural, legislative) through learning loops, and then to address them with incremental or transformative change through adaptive cycles. The first part of this paper presents existing frameworks of adaptive policy-making, adaptive management and loops of learning that can contribute shaping better environmental assessments. In the second part, we present our framework and we illustrate how the contributions from different disciplines relate to the procedural and technical sides of Strategic Environmental Assessment. Last, we present the results of the experimental application of our method in an Australian and an Italian case study. We then discuss our findings, outlining how SEA can learn from adaptive management to overcome its limitations and to embrace incremental and transformational change. We tie these lessons to the needs of different groups of SEA professionals, developers, legislators, and the broad public."
"737","W3081428722","Katharina Hölscher",2020,"Transforming Urban (Climate) Governance: What Do We Learn from Pro-actively Experimenting Cities?","https://doi.org/10.1007/978-3-030-49040-9_7",1,""
"738","W3088591189","Naho Mirumachi, Giuseppe Mascaro, Richard T. Kingsford",2020,"Facing Change: Understanding Transitions of River Basin Policies Over Time","https://doi.org/10.1007/978-3-030-48110-0_10",1,""
"739","W3092618446","William C. Clark, Alicia G. Harley",2020,"An Integrative Framework for Sustainability Science","https://doi.org/10.21428/f8d85a02.d9dbc249",1,""
"740","W3137881469","André Vizinho, Maria Inês Cabral, Carla Nogueira, Iva Pires, Patrícia Bilotta",2021,"Rural Renaissance, Multifunctional Landscapes, and Climate Adaptation: Trilogy Proposal from Grassroots Innovation and Participatory Action Research Projects","https://doi.org/10.1007/978-3-030-22759-3_55-1",1,""
"741","W3140005073","Aniek Woodward, Marjolein Dieleman, Egbert Sondorp, Bayard Roberts, Daniela C. Fuhr, Peter Ventevogel, Marit Sijbrandij, Jacqueline E W Broerse",2021,"A System Innovation Perspective on the Potential for Scaling Up New Psychological Interventions for Refugees","https://doi.org/10.4103/intv.intv_29_20",1,"In recent years, a range of brief protocolised psychological interventions like Problem Management Plus have been developed. Such “scalable psychological interventions” are meant to be delivered by nonspecialists which can greatly increase access to psychological therapies for people affected by adversity, including forced displacement. However, embedding new interventions into mainstream practices is challenging. Novel interventions can remain in the research phase for a long time or stop altogether, which minimises their intended impact and reach. In this conceptual paper we propose a “system innovation perspective” on scaling up new psychological interventions for refugees and argue that existing mental health systems often need to change to integrate new interventions in a sustainable way. We present a conceptual framework, which includes ideas on cycles of deepening (learning by doing), broadening (repeating and linking), and scaling up (embedding) and the multilevel and constellation perspective. This framework has been operationalised in our scalability research as part of the STRENGTHS study in which we increase our understanding of the opportunities for scaling up four new psychological interventions in eight countries hosting Syrian refugees, including in Europe (Germany, Netherlands, Sweden and Switzerland) and the Middle East (Egypt, Jordan, Turkey and Lebanon). Key implications for practice Researchers and practitioners involved in implementing and evaluating scalable psychological interventions such as Problem Management Plus should consider the inclusion of scalability assessments to increase understanding about the potential for integrating such innovations into mainstream services. A system innovation perspective views scaling up as the integration of an innovation into mainstream practices and suggests that mental health systems commonly need to change in order to effectively adopt new interventions, allowing them to reach their desired impact at scale and in a sustainable way. An improved understanding of the scalability of novel psychological interventions, including the potential (systemic) barriers and facilitators for scaling up, will provide essential knowledge for those involved in decision-making, implementation and evaluation of the further scale up of such interventions."
"742","W3155848752","Marisa Fuchs, Tanja Schnittfinke, Kristina Ohlmeyer, Dietwald Gruehn, Stefan Greiving",2020,"Ex-ante Impact Assessment of Urban Interventions: The Sustainability Check at the Example of the City of Bottrop, Germany","https://doi.org/10.1142/s2345737621500056",1,"The effects of climate change and associated extreme weather events such as heat, storms and heavy rainfall lead to considerable damage to property and personal injury worldwide. To counteract the causes and consequences of climate change, many states, regions and cities worldwide declared the status of climate emergency in 2019. As a result, scientists and urban planners intensified their efforts to develop appropriate mechanisms and measures to mitigate and adapt to climate change and its consequences. This paper presents an informal systematic and user-driven governance instrument, which examines the ecological, social and economic effects of urban interventions – the ‘Sustainability Check’. As a target-based assessment tool, it provides decision-makers with information about the extent to which a planned intervention corresponds with future-oriented urban development. The check results from the research project ZUKUR (‘Future of the Urban Region Ruhr’), in which researchers and practitioners from the City of Bottrop (Germany) worked together in a real-world laboratory. The Sustainability Check is novel because it combines elements of an impact assessment tailored to user needs and links sustainable urban development goals with resilient and environmentally just urban development at the local level. Based on the first application, we conclude that the Sustainability Check significantly contributes to developing a future-oriented city. Adapted to the local and context-specific needs of a city, it offers systematic consideration of the requirements of sustainable, resilient and environmentally just urban development in an efficient manner and at the early-stage."
"743","W3158313001","Antje Disterheft, Denis Pijetlovic, Georg Müller-Christ",2021,"On the Road of Discovery with Systemic Exploratory Constellations: Potentials of Online Constellation Exercises about Sustainability Transitions","https://doi.org/10.3390/su13095101",1,"Sustainability transitions are shaped by specific dynamics, dependencies, and influences among the actors and elements that are part of the system. Systemic constellations as a social science research method can offer tangible visualizations of such system dynamics and thereby extract valuable, often hidden knowledge for research. This article builds on two online exploratory system constellation exercises about sustainability transitions, with two major objectives: (i) to introduce and disseminate (exploratory) systemic constellations as a method for (sustainability) research, and (ii) to extract their potential for (online) collaborative and transdisciplinary research, with a focus on sustainability transitions. Our exploratory research design includes participatory action research that took place during the virtual International Sustainability Transitions Conference 2020, Vienna, Austria. Data were analyzed following an interpretative-hermeneutic approach. The main findings consist of visualizations about sustainability transition dynamics between selected actors in Germany and Portugal that are discussed in light of the literature on constellation work and sustainability transitions, triggering new assumptions: (i) a strong sustainability narrative does not (necessarily) lead to action and transformation and (ii) transformation requires integrating narratives beyond weak and strong sustainability. We conclude with a list of potentials of exploratory constellations for sustainability research and online formats that offer novelties such as a constant bird-eye perspective on the system while simultaneously engaging with the system."
"744","W3163469341","Lars Kurznack, Dirk Schoenmaker, Willem Schramade",2021,"A Model of Long-Term Value Creation","https://doi.org/10.2139/ssrn.3829778",1,"Companies need to rethink the way they create value and grow their business to thrive in tomorrow’s volatile and uncertain business environment. Companies in virtually every industry are being impacted by new disruptive and complex societal trends, such as climate change, energy transition and social inequality. At the same time, companies are increasingly evaluated on their non-financial performance and they ever more compete on speed and sustainability. Still, only a few companies have begun to invent new strategic directions, pioneering strategies focused on creating long-term value, not just for shareholders but for all stakeholders. A playbook on how to create long-term value is currently lacking, making it difficult for companies to capture the opportunities and mitigate the risks created by these societal trends. This paper develops a model of long-term value creation that supports companies in creating long-term value and setting their strategies accordingly. Financial institutions can draw on the model to assess how future proof their investment and/or lending portfolios are."
"745","W3184968753","Lorena Axinte, Mark Lang",2021,"What next? Leveraging a new global crisis to mitigate an older one: opportunities and challenges in Romania and Britain","https://doi.org/10.1080/21622671.2021.1938655",1,"The COVID-19 global health crisis has required direct governmental intervention in both social and economic spheres on a scale not seen in recent times in most European countries. Whereas the positive environmental gains made during the height of the so-called ‘lockdown’ response imposed by governments are likely to be short lived, the experience has demonstrated that amid an almost universally acknowledged immediate crisis, government intervention, substantial policy change and public opinion can all be mobilized for positive benefit. Given their limited record to date, both Romania and the UK have some way to go to enhance their efforts in combating the environmental crisis. The question for the sustainable transitions literature and wider advocates of sustainability is what could be done to mobilize a similar political and governmental response to the environmental crisis."
"746","W3194547367","Bárbara Santos Ribeiro, James M. A. Turner",2021,"Sustainability Buckets: A Flexible Heuristic for Facilitating Strategic Investment on Place-Dependent Sustainability Narratives","https://doi.org/10.3390/su13169367",1,"This article presents a heuristic framework to help respond to gaps in knowledge construction in sustainability transitions. Transition theory publications highlight concerns ranging from contentious understandings of sustainability to the need for generalisable conceptual frameworks around how place specificity matters in transitions. The heuristic presented here is a flexible framework for developing place-dependent narratives of sustainability transitions grounded in investment choices. The sustainability buckets development resulted from the abduction and retroduction methods. It was also underpinned by a praxis-oriented mechanism from business (‘strategic investment buckets’), a transition theory conceptual framework (‘the multi-level perspective’—MLP), and a social sciences heuristic (‘sustainability cultures’). The sustainability buckets resulted from synthesising the critical literature with empirical findings drawn from two case studies in New Zealand. The heuristic proved helpful to navigate, organise, and code meanings and understandings of sustainability in the New Zealand agri-food context. It also helped facilitate dialogue with research participants from different backgrounds, such as government and business. The heuristic was designed to transform, remaining fit for purpose as transitions evolve. This article suggests the sustainability buckets could be used to enable investment opportunities for upscaling, reproducing, and transplanting transitions happening in distinct sectors and high-level systems."
"747","W3208850642","Karen MacClune, Kanmani Venkateswaran, Bolanle Wahab, Sascha Petersen, Nivedita Mani, Bijay Singh, Ajay K. Singh",2018,"Collaborative and Equitable Urban Citizen Science","https://doi.org/10.1017/9781316647554.014",1,""
"748","W3209346120","Margot Hurlbert",2021,"Transformative Frames for Climate Threat in the Anthropocene","https://doi.org/10.3389/fsoc.2021.728024",1,"This is a mini review of literature surrounding new inter and transdisciplinary frames of the threat of climate change including “Anthropocene,” linked with “climate crisis,” “climate emergency,” and “climate catastrophe”. The specific meanings and consequences of these frames are discussed and an argument why these frames are needed and risk is not enough. Ultimately, this article concludes these new framings assist transformative change by opening up climate change science, citizen engagement, and policy response. However, no one frame and no one associated policy is supported, but a plurality, dependent on context, and culture."
"749","W3210171707","Gurbir Singh",2018,"A Chimera Called “Smart Cities”","https://doi.org/10.1017/9781316647554.024",1,""
"750","W3211242015","Silvana Juri, Cristina Zurbriggen, Sofía Gómez, Marysol Ortega Pallanez",2021,"Transition Design in Latin America: Enabling Collective Learning and Change","https://doi.org/10.3389/fsoc.2021.725053",1,"Latin American societies currently confront numerous social, economic, and environmental issues. The complex and interlinked nature of these issues demands responses that fully and equally engage with the social and environmental domains in creative and integrative ways that blur traditional dichotomies and disciplinary boundaries. Most importantly, they need to weave in and reflect the plurality and specificity of the contexts in an autonomous and non-colonialist fashion. In this paper, we draw inspiration from approaches that emerged in the Global North such as Resilience Thinking, Policy Design, and Transition Design, all of which strive for knowledge plurality and synthesis applied to systemic transformational processes. To contribute to this pluralistic motivation and to promote critical reflection and learning, in this work we outline the main contributions of such approaches and have them converse with Latin American perspectives and practices. Through the application of a Transition Design lens, a practice-oriented perspective aimed at catalyzing societal transitional processes towards sustainable futures, we act as practitioners and interlocutors that adopt, adapt, and expand its theoretical and methodological applications in collective learning spaces, processes, and platforms. The action-oriented nature of this approach allows us to analyze particular cases of application, their contexts, and their theoretical or methodological nuances which determine their potential or degree of success in generating actual change. The structure of this article moves from outlining and introducing the main frameworks and notions relevant for adopting a Transition Design approach in Latin America, to describing cases developed in different pedagogical or action-research platforms, culminating with a collection of reflections stemming from our experiences applying Transition Design in Latin America. The first section offers a theoretical compass to expand a more robust framework that supports and enables socio-environmental transitions in the region. The second part presents three case studies to illustrate the application and interpretation of different methods and the challenges and opportunities presented. We conclude by offering insights into potential future pathways for embracing and deepening holistic and systemic approaches like Transition Design in Latin American settings."
"751","W3211301114","Patricia Romero-Lankao, Olga V. Wilhelmi, Mikhail Chester",2018,"Live with Risk While Reducing Vulnerability","https://doi.org/10.1017/9781316647554.006",1,""
"752","W3211470715","Pieter J. Beers, Marjo Baeten, Erwin Bouwmans, Bram van Helvoirt, Jos Wesselink, Ruud Zanders",2021,"Transformative Business and Sustainability Transitions: A Framework and an Empirical Illustration","https://doi.org/10.1007/978-3-030-77580-3_2",1,""
"753","W3216511818","Rachael Belisle-Toler, Jennifer Hodbod, Chelsea Wentworth",2021,"A mixed methods approach to exploring values that inform desirable food-systems futures","https://doi.org/10.1080/15487733.2021.1996768",1,"Throughout the United States, urban food systems are in suboptimal states that are not operating efficiently or equitably and thus do not support food security for all. Creating transformation to a more sustainable and desirable state first requires acknowledging the different values of diverse groups within a city. Then these diverse values can be used to explore pluralistic pathways to futures that maximize benefits for multiple stakeholders. We demonstrate how integrating visioning and Q-methodology can achieve an inclusive understanding of values as priorities for such a food system. Applied in Flint, Michigan, a post-industrial Rust Belt city, this approach can shape the planning process for cities experiencing food insecurity. Qualitative analysis of data from a visioning workshop resulted in sixteen values as priorities for a sustainable and desirable food system. Values as priorities were then ranked in a Q-sort activity, from which three unique groups of ranking patterns emerged, each of which can be interpreted as a vision for a better future. The three visions were a food system with healthy foods that residents are willing to travel for; a food system with convenient, fresh food options for those who cannot travel; and a food system that maintains the community’s food traditions. Our novel mixed methods approach empowers communities by giving them a voice in the planning process but also allows decision makers to create transformation pathways that more accurately reflect the needs of the various subsets of community members who hold diverse visions and priorities."
"754","W3217222404","Hella Hernberg",2021,"‘Holding Properties Vacant Is Resource Stupidity’: Towards a Typology of Roles in the (Inter)mediation of Urban ‘Temporary Use’","https://doi.org/10.1080/02697459.2021.2001730",1,"‘Mediators’ are becoming recognized as necessary actors in managing complex socio-political dynamics in the ‘temporary use’ of vacant spaces. However, ‘mediation’ remains understudied and undertheorized in temporary use scholarship. To better articulate mediator roles in temporary use, I review literature on related ‘intermediary’ roles in ‘urban transitions’ literature vis-à-vis temporary use practice. Thereby, I propose a typology of roles in (inter)mediation and elucidate selected roles in practice. By articulating how mediators align interests, build networks and negotiate the conditions in planning and development, this article draws attention to changing professional roles in planning and sets a basis for future research."
"755","W4200009588","Stephanie Lenhart, Dalten Fox",2021,"Structural Power in Sustainability Transitions: Case Studies of Energy Storage Integration Into Regional Transmission Organization Decision Processes","https://doi.org/10.3389/fclim.2021.749021",1,"Highly technical rules for regional electricity markets shape opportunities for new technologies and the pace of transition to a cleaner and more distributed power system. We compare three case studies of regional transmission organizations and identify common mechanisms that describe the relationship between institutional design and administrative policy decisions. We compare industry actors, old and new, across these case studies to better understand structural power and institutional stability through four mechanisms drawn from the literature: (1) self-reinforcing interests, (2) participation in and position of groups, (3) influence over communication and information, and (4) control over problem framing and pace of decisions. A focus on the mechanisms that operate within RTO governance provides insight into needed RTO governance reform."
"756","W4206362528","Mohamed K. Elsamny, Alberto Gianoli",2022,"Accelerating innovation for the Dutch bioeconomy transition: the case of biobased asphalt","https://doi.org/10.1080/09640568.2021.1978406",1,"This article explores and explains the factors affecting the development of biobased innovations for the Dutch bioeconomy transition. Qualitative analysis through semi-structured interviews and secondary data was made on Bioasphalt as a case study to extract these factors from the empirical situation. Due to the scarcity of literature on biobased innovation for the bioeconomy, this research offers a base for policy makers to position the biobased innovations into the circular economy plans. The findings show that the urgency factor associated with the circular economy implantation has negatively affected the development of biobased innovations. On a micro level, the analyzed factors will assist niche actors in accelerating their biobased solutions. Although the innovation ecosystem structure highly depends on the nature of the technology or product, studies using similar approaches will allow for the generalization of the results."
"757","W4210852342","Katharine McGowan, Sean Geobey",2022,"“Harmful to the commonality”: the Luddites, the distributional effects of systems change and the challenge of building a just society","https://doi.org/10.1108/sej-11-2020-0118",1,"Purpose When complex social-ecological systems collapse and transform, the possible outcomes of this transformation are not set in stone. This paper aims to explore the role of social imagination in determining possible futures for a reformed system. The authors use a historical study of the Luddite response to the Industrial Revolution centred in the UK in the early-19th century to explore the concepts of path dependency, agency and the distributional impacts of systems change. Design/methodology/approach In this historical study, the authors used the Luddites’ own words and those of their supporters, captured in archival sources ( n = 43 unique Luddite statements), to develop hypotheses around the effects on political, social and judicial consequences of a significant systems transformation. The authors then scaffolded these statements using the heuristics of panarchy and basins of attraction to conceptualize this contentious moment of British history. Findings Rather than a strict cautionary tale, the Luddites’ story illustrates the importance of environmental fit and selection pressures as the skilled workers sought to push the English system to a different basin of attraction. It warns us about the difficulty of a just transition in contentious economic and political conditions. Social implications The Luddites’ story is a cautionary tale for those interested in a just transition, or bottom-up systems transformation generally as the deep basins of attraction that prefer either the status quo or alternate, elite-favouring arrangements can be challenging to shift independent of shocks. While backward looking, the authors intend these discussions to contribute to current debates on the role(s) of social innovation in social and economic policy within increasingly charged or polarized political contexts. Originality/value Social innovation itself is often predicated on the need for just transitions of complex adaptive systems (Westley et al. , 2013), and the Luddite movement offers us the opportunity to study the distribution effects of a transformative systems change – the Industrial Revolution – and explore two fundamental questions that underpin much social innovation scholarship: how do we build a just future in the face of complexity and what are likely forms those conversations could take, based on historical examples?"
"758","W4210976589","Calum Brown, Michelle Scobie",2020,"Accountability in the Governance of Global Change","https://doi.org/10.1017/9781108688277.013",1,""
